32210000,958000,958000,958000,958000,76,0
34080000,954800,954800,954800,954800,4800,0
34200000,961000,961000,958600,959000,98386,0
34201000,958999,959000,958999,959000,244,0
34202000,959300,961000,959300,959700,1035,0
34203000,959700,959700,959500,959500,799,0
34204000,959500,960200,959500,960200,1211,0
34205000,961000,961000,961000,961000,3,0
34206000,959600,959600,959000,959000,824,0
34208000,959100,959100,959100,959100,100,0
34209000,959000,959100,959000,959000,193,0
34210000,958700,958700,958600,958600,450,0
34214000,958600,958600,958300,958600,615,0
34218000,958600,958600,957800,957800,300,0
34236000,958400,958400,958400,958400,100,0
34240000,957800,957800,957500,957700,440,0
34245000,958000,958200,957500,957500,1824,0
34252000,957400,957700,957400,957700,712,0
34257000,957400,957700,957400,957700,200,0
34258000,957400,957400,957400,957400,100,0
34264000,957400,957600,957400,957600,399,0
34265000,957800,958000,957800,958000,300,0
34266000,958200,958300,958200,958200,300,0
34269000,958600,958600,958600,958600,100,0
34275000,959300,959300,959300,959300,1,0
34285000,959499,959499,959499,959499,520,0
34286000,958900,958900,958900,958900,200,0
34288000,959300,959300,959300,959300,200,0
34296000,959600,959600,959600,959600,100,0
34297000,959600,959600,959600,959600,100,0
34301000,960600,961100,960600,961000,400,0
34317000,961000,961000,961000,961000,100,0
34320000,959900,959900,959900,959900,70,0
34352000,961100,961100,961100,961100,25,0
34358000,960900,961000,960900,961000,148,0
34371000,959600,960000,958400,958400,1972,0
34375000,957700,957700,957600,957600,200,0
34379000,958100,958100,958100,958100,100,0
34384000,958500,958500,958100,958100,400,0
34401000,957800,957800,957600,957600,900,0
34423000,957400,957400,957400,957400,79,0
34430000,957300,957300,956500,956500,1281,0
34431000,956857,956857,956500,956500,300,0
34434000,956500,956500,956500,956500,100,0
34436000,956500,956500,956500,956500,200,0
34438000,955900,955900,955300,955300,201,0
34439000,955900,955900,955900,955900,100,0
34442000,955500,955500,955500,955500,200,0
34448000,955500,955600,955500,955500,300,0
34451000,955600,955600,955600,955600,300,0
34454000,955600,955600,955600,955600,100,0
34455000,955600,955600,955500,955500,700,0
34456000,955500,955500,955500,955500,100,0
34458000,955600,955600,955600,955600,200,0
34461000,955200,955200,955200,955200,100,0
34465000,955400,955600,955400,955500,2251,0
34469000,955700,955700,955700,955700,300,0
34470000,955700,955700,955700,955700,100,0
34472000,955600,955600,955600,955600,250,0
34473000,955500,955500,955500,955500,100,0
34476000,955300,955300,955300,955300,500,0
34483000,955000,955000,954900,954900,100,0
34484000,954800,954800,954500,954500,500,0
34485000,954800,954800,954800,954800,400,0
34489000,954700,954700,954600,954600,751,0
34494000,954380,954380,954380,954380,300,0
34504000,954900,955400,954900,955400,1249,0
34505000,955500,955500,955500,955500,200,0
34506000,955600,955600,955600,955600,100,0
34507000,955600,955800,955600,955800,400,0
34511000,955700,955700,955600,955600,200,0
34515000,955900,955900,955900,955900,300,0
34526000,956100,956100,956100,956100,200,0
34528000,955514,955514,955514,955514,161,0
34535000,956200,956500,956200,956500,300,0
34537000,956940,958200,956940,958200,500,0
34546000,958000,958000,958000,958000,100,0
34557000,957401,957401,957401,957401,50,0
34562000,957500,957500,957500,957500,65,0
34568000,958200,958200,958200,958200,100,0
34571000,957600,957600,957600,957600,7,0
34575000,957500,957700,956301,956301,3182,0
34576000,956700,956700,956700,956700,42,0
34577000,955500,955500,955500,955500,56,0
34578000,956055,956055,956055,956055,300,0
34582000,955700,955700,955600,955700,600,0
34583000,956600,956800,956600,956800,180,0
34590000,956800,956900,956800,956900,200,0
34600000,956900,956900,956900,956900,175,0
34601000,956900,956900,956900,956900,100,0
34603000,956900,956900,956900,956900,100,0
34612000,956800,956800,956800,956800,600,0
34618000,956380,956380,956200,956200,400,0
34619000,956100,956100,956100,956100,100,0
34620000,955800,955800,955800,955800,3,0
34623000,955900,955900,955900,955900,530,0
34646000,956250,956250,956250,956250,200,0
34667000,955900,956000,955700,955900,3304,0
34668000,955500,955500,955500,955500,1600,0
34677000,955500,955500,955100,955100,1403,0
34678000,955100,955100,954900,954900,1297,0
34681000,954500,955100,954500,955100,64,0
34682000,954200,954600,953300,953400,1704,0
34683000,953300,953300,953300,953300,100,0
34685000,953300,953300,953300,953300,300,0
34686000,953600,953600,953600,953600,100,0
34688000,953200,953200,953200,953200,200,0
34690000,954000,954000,954000,954000,50,0
34692000,953300,953300,953300,953300,100,0
34694000,953200,954000,953200,954000,1105,0
34699000,953300,953300,952700,952700,550,0
34700000,952400,952400,952300,952300,441,0
34719000,953200,953800,953200,953800,1600,0
34721000,953750,953750,953750,953750,27,0
34756000,953700,953700,953700,953700,100,0
34760000,952700,952700,952700,952700,100,0
34800000,952500,952500,952300,952300,1634,0
34803000,952000,952000,951900,951900,705,0
34818000,952700,952900,952500,952500,1562,0
34826000,952875,952875,952875,952875,3,0
34832000,952650,952900,952500,952500,300,0
34839000,952800,952800,952800,952800,50,0
34864000,952490,952490,952200,952450,3692,0
34865000,952700,953100,952700,953100,900,0
34866000,952750,952750,952750,952750,200,0
34867000,953200,953700,953200,953250,1400,0
34886000,953900,953900,953900,953900,100,0
34888000,952800,952900,952600,952700,2100,0
34889000,952700,952700,952600,952600,400,0
34891000,953000,953000,952900,952900,500,0
34906000,952900,953000,952400,952500,2964,0
34927000,952200,952200,951800,951800,526,0
34933000,952200,952400,952200,952400,600,0
34945000,951800,951800,951800,951800,200,0
34948000,952500,953600,952500,952600,2466,0
34949000,952601,952601,952601,952601,25,0
34969000,952600,952600,952300,952500,1100,0
34977000,952500,952500,952500,952500,800,0
34978000,952500,952500,952500,952500,200,0
34979000,952900,952900,952900,952900,400,0
34981000,952523,952523,952523,952523,1749,0
34986000,952900,953200,952600,952600,1250,0
35007000,952880,952880,952880,952880,100,0
35012000,952812,952812,952812,952812,79,0
35016000,952900,952900,952900,952900,100,0
35025000,952691,952691,952691,952691,110,0
35028000,952589,952589,952589,952589,375,0
35053000,952900,952900,952900,952900,100,0
35057000,952400,952400,952400,952400,100,0
35066000,952900,952900,952900,952900,200,0
35067000,952800,952800,952500,952500,1939,0
35072000,952100,952100,952100,952100,200,0
35089000,951807,951807,951807,951807,200,0
35090000,952200,952200,952200,952200,100,0
35091000,952100,952100,952100,952100,600,0
35097000,951900,951900,951900,951900,400,0
35104000,952106,952300,952106,952300,450,0
35106000,951900,951900,951900,951900,100,0
35113000,952300,952300,952300,952300,300,0
35117000,952100,952100,952100,952100,100,0
35124000,952100,952500,952100,952500,400,0
35127000,952200,952200,952200,952200,200,0
35129000,952200,952200,952200,952200,200,0
35130000,952200,952200,952200,952200,100,0
