34200000,335700,335700,335700,335700,21932,0
34204000,335700,335700,334700,334700,408,0
34205000,335700,335700,335700,335700,5,0
34214000,335300,335300,335200,335200,200,0
34224000,335700,335700,335700,335700,1,0
34227000,335900,335900,335000,335500,18660,0
34229000,335800,336200,335800,336200,100,0
34236000,335600,335600,335600,335600,2,0
34238000,336300,336300,336300,336300,1,0
34244000,336300,336300,336300,336300,100,0
34250000,336300,336300,336300,336300,100,0
34254000,336300,336300,336300,336300,100,0
34258000,336300,336300,336300,336300,100,0
34261000,336300,336300,336300,336300,398,0
34262000,336300,336300,336300,336300,100,0
34266000,335700,335700,335700,335700,1,0
34268000,336300,336300,336300,336300,129,0
34281000,336300,336300,336300,336300,10,0
34297000,335700,335700,335700,335700,1,0
34302000,336200,336200,336200,336200,649,0
34318000,335700,335700,335700,335700,16,0
34323000,335700,335700,335700,335700,2,0
34339000,336000,336000,336000,336000,400,0
34342000,336300,336300,336300,336300,133,0
34345000,335700,335700,335700,335700,1,0
34354000,336300,336300,336300,336300,160,0
34360000,336500,336500,336400,336400,63,0
34362000,335700,335700,335700,335700,1,0
34374000,336500,336500,336500,336500,32,0
34375000,335700,335700,335700,335700,1,0
34376000,336100,336100,336100,336100,100,0
34380000,336400,336400,336400,336400,100,0
34392000,336400,336400,336400,336400,200,0
34394000,336200,336300,336200,336300,500,0
34400000,336200,336200,336100,336100,2100,0
34406000,335800,335800,335700,335800,500,0
34427000,335500,335500,335500,335500,1000,0
34434000,335700,335700,335700,335700,100,0
34465000,335700,335900,335400,335900,400,0
34478000,335600,335600,335500,335500,300,0
34481000,335600,335600,335600,335600,100,0
34482000,335600,335600,335000,335000,400,0
34500000,335600,335600,335600,335600,14,0
34503000,335200,335200,335200,335200,100,0
34516000,334700,334700,334700,334700,100,0
34529000,334900,334900,334900,334900,200,0
34532000,334800,334800,334800,334800,100,0
34555000,335300,335700,335100,335700,1123,0
34562000,335700,335900,335700,335800,229,0
34563000,335300,335300,335300,335300,100,0
34580000,335770,335800,335770,335800,185,0
34601000,335500,335500,335300,335300,789,0
34620000,335500,335500,335500,335500,40,0
34636000,335100,335100,335100,335100,200,0
34640000,334600,334600,334600,334600,257,0
34641000,334600,334600,334600,334600,53,0
34651000,334600,334600,334600,334600,890,0
34670000,335100,335100,335100,335100,200,0
34672000,335300,335300,335300,335300,100,0
34682000,335000,335000,335000,335000,100,0
34705000,334900,334900,334900,334900,100,0
34713000,334720,334720,334600,334600,600,0
