15494000,1535500,1535500,1535400,1535400,100,0
34081000,1537500,1537500,1537500,1537500,8,0
34200000,1545100,1546100,1545100,1546100,31983,0
34202000,1541600,1541600,1541500,1541500,32,0
34204000,1546100,1546100,1546100,1546100,4,0
34206000,1548100,1548700,1548100,1548700,6,0
34210000,1548700,1548700,1548700,1548700,4,0
34213000,1549199,1549199,1549199,1549199,2,0
34242000,1548400,1548400,1548400,1548400,100,0
34253000,1548390,1548390,1548390,1548390,10,0
34255000,1543100,1543100,1543100,1543100,76,0
34258000,1548300,1548300,1548300,1548300,3,0
34263000,1547900,1548400,1547900,1548400,2447,0
34268000,1548400,1548400,1548400,1548400,300,0
34280000,1546100,1546100,1546100,1546100,1,0
34290000,1547500,1547500,1547500,1547500,100,0
34293000,1547500,1547500,1547200,1547200,500,0
34305000,1547600,1547600,1547600,1547600,4,0
34315000,1546100,1546100,1546100,1546100,1,0
34319000,1546100,1546100,1546100,1546100,1,0
34320000,1545750,1546100,1545750,1546100,77,0
34323000,1545450,1545450,1545450,1545450,76,0
34333000,1547000,1547600,1547000,1547600,750,0
34334000,1546100,1546100,1546100,1546100,1,0
34338000,1546100,1546100,1546100,1546100,1,0
34348000,1544400,1545700,1544400,1545700,422,0
34357000,1546100,1546100,1546100,1546100,1,0
34359000,1547299,1547299,1547299,1547299,1,0
34360000,1547300,1547300,1547300,1547300,100,0
34361000,1547300,1547300,1546100,1546100,101,0
34363000,1546100,1546100,1546100,1546100,1,0
34374000,1545000,1545000,1545000,1545000,10,0
34378000,1546100,1546100,1546100,1546100,1,0
34383000,1547100,1547100,1544700,1544700,47,0
34385000,1546100,1546100,1546100,1546100,1,0
34392000,1546100,1546100,1546100,1546100,1,0
34393000,1546100,1546100,1546100,1546100,2,0
34394000,1546100,1546100,1546100,1546100,1,0
34397000,1546100,1546100,1546100,1546100,1,0
34401000,1546100,1546100,1546100,1546100,1,0
34402000,1546100,1546100,1546100,1546100,400,0
34403000,1546100,1546400,1546100,1546400,19,0
34413000,1547700,1547700,1547700,1547700,100,0
34417000,1546400,1546400,1546400,1546400,4,0
34418000,1547400,1547400,1547400,1547400,1,0
34423000,1546100,1546100,1546100,1546100,1,0
34431000,1546400,1546400,1546400,1546400,20,0
34432000,1546100,1546100,1546100,1546100,1,0
34438000,1547700,1547700,1547700,1547700,35,0
34439000,1547500,1548000,1547500,1548000,525,0
34444000,1546100,1548200,1546100,1548200,101,0
34453000,1548175,1548175,1548175,1548175,8,0
34459000,1548200,1548200,1548200,1548200,110,0
34463000,1548400,1548400,1548400,1548400,100,0
34468000,1548700,1548700,1548700,1548700,207,0
34475000,1548600,1549600,1548600,1549600,200,0
34477000,1550000,1550000,1550000,1550000,110,0
34481000,1550000,1550000,1548800,1548800,76,0
34486000,1548900,1548900,1547800,1547800,1305,0
34487000,1548800,1548800,1548800,1548800,50,0
34500000,1548500,1548500,1548500,1548500,16,0
34504000,1546201,1546201,1546201,1546201,143,0
34509000,1549069,1549069,1549069,1549069,100,0
34512000,1546900,1546900,1546200,1546200,430,0
34527000,1549200,1549200,1549200,1549200,13,0
34530000,1546100,1546100,1546100,1546100,1,0
34535000,1546501,1546700,1546300,1546300,1778,0
34568000,1546400,1546400,1546400,1546400,300,0
34569000,1546400,1546400,1546400,1546400,102,0
34570000,1545300,1545300,1545200,1545200,528,0
34571000,1545200,1545200,1545200,1545200,22,0
34576000,1546100,1546100,1546100,1546100,1,0
34586000,1546200,1546300,1546200,1546300,400,0
34588000,1546100,1546100,1546100,1546100,1,0
34589000,1545999,1546500,1545999,1546400,1038,0
34590000,1547000,1547200,1547000,1547200,300,0
34596000,1547200,1547200,1547200,1547200,6,0
34611000,1547100,1547100,1547100,1547100,40,0
34617000,1547760,1547760,1547760,1547760,1,0
34619000,1546100,1547000,1546100,1546900,113,0
34621000,1547136,1547136,1547136,1547136,700,0
34623000,1546800,1546800,1546400,1546600,402,0
34630000,1547800,1547800,1547800,1547800,25,0
34648000,1546700,1546700,1546700,1546700,100,0
34649000,1546700,1546700,1546600,1546700,282,0
34667000,1546100,1546100,1546100,1546100,1,0
34678000,1546100,1546100,1546100,1546100,1,0
34681000,1546100,1546100,1546100,1546100,1,0
34682000,1546100,1547799,1546100,1547799,49,0
34683000,1546100,1546100,1546100,1546100,1,0
34684000,1546100,1546100,1546100,1546100,1,0
34686000,1546100,1546100,1545500,1545500,227,0
34687000,1545200,1545200,1542900,1542900,674,0
34689000,1546100,1546100,1546100,1546100,2,0
34690000,1546100,1546100,1546100,1546100,1,0
34692000,1544180,1544180,1544180,1544180,4,0
34693000,1544180,1544180,1544180,1544180,1,0
34697000,1546100,1546100,1546100,1546100,1,0
34708000,1546100,1546100,1546100,1546100,1,0
34710000,1544300,1544300,1544300,1544300,6,0
34712000,1544500,1546100,1544500,1546100,19,0
34718000,1544500,1544700,1544500,1544700,700,0
34719000,1544670,1544670,1544670,1544670,43,0
34723000,1546100,1546100,1546100,1546100,1,0
34726000,1546100,1546100,1546100,1546100,1,0
34728000,1544700,1544700,1544700,1544700,200,0
34730000,1546100,1546100,1546100,1546100,1,0
34734000,1546100,1546100,1546100,1546100,1,0
34745000,1544900,1544900,1544900,1544900,200,0
34748000,1545000,1545000,1545000,1545000,100,0
34750000,1546100,1546100,1546100,1546100,1,0
34752000,1546100,1546100,1546100,1546100,1,0
34759000,1546100,1546100,1544700,1544700,201,0
34767000,1544800,1545100,1544800,1545100,600,0
34768000,1544800,1544800,1544800,1544800,2,0
